STATION STATION_NAME ELEVATION LATITUDE LONGITUDE DATE MDPR DAPR 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00010505 BANKHEAD LOCK AND DAM AL US 85.3 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00012245 DEMOPOLIS LOCK AND DAM AL US 30.5 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231201 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231202 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231203 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231204 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231205 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231206 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231207 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231208 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231209 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231210 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231211 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231212 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231213 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231215 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231216 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231217 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231218 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231219 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231220 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231221 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231222 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231225 
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231226 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231201 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231202 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231203 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231204 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231205 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231206 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231207 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231208 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231209 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231210 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231211 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231212 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231213 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231214 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231215 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231216 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231217 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231218 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231219 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231220 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231221 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231222 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231223 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231224 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231225 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231226 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231227 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231228 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231229 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231230 
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231231 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALBW0109 FOLEY 1.0 W AL US 25.3 30.40507 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
GHCND:US1ALCY0002 GOODWATER 8.4 N AL US 284.1 33.181495 
